Sample,Species,Location,Date,Fish #,TL
PHA - 9.4.19 - 1x Ratabulus spp,Ratabulus spp.,Port Hacking,9/04/2019,L1,3.03
PHA - 9.4.19 - 6x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,9/04/2019,L1,2.251
PHA - 9.4.19 - 6x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,9/04/2019,L2,3.622
PHA - 9.4.19 - 6x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,9/04/2019,L3,2.189
PHA - 9.4.19 - 6x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,9/04/2019,L4,1.92
PHA - 9.4.19 - 6x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,9/04/2019,L5,2.196
PHA - 9.4.19 - 6x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,9/04/2019,L6,3.123
PHA - 9.4.19 - 6x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L1,4.481
PHA - 9.4.19 - 6x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L2,2.717
PHA - 9.4.19 - 6x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L3,2.126
PHA - 9.4.19 - 6x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L4,2.421
PHA - 9.4.19 - 6x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L5,3.333
PHA - 9.4.19 - 6x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L6,3.123
PHA - 9.4.19 - 7x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L1,3.53
PHA - 9.4.19 - 7x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L2,3.833
PHA - 9.4.19 - 7x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L3,2.582
PHA - 9.4.19 - 7x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L4,1.962
PHA - 9.4.19 - 7x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L5,1.763
PHA - 9.4.19 - 7x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L6,2.138
PHA - 9.4.19 - 7x P. grandispinis,P. grandispinis,Port Hacking,9/04/2019,L7,3.268
PHA - 14.10.15 - 50A - 3x P. grandispinis,P. grandispinis,Port Hacking,14/10/2015,L1,3.764
PHA - 14.10.15 - 50A - 3x P. grandispinis,P. grandispinis,Port Hacking,14/10/2015,L2,5.296
PHA - 14.10.15 - 50A - 3x P. grandispinis,P. grandispinis,Port Hacking,14/10/2015,L3,3.514
PHA - 14.10.15 - 50B - 1x P. grandispinis,P. grandispinis,Port Hacking,14/10/2015,L1,6.301
PHA - 19.11.2019 - 8x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,19/11/2019,L1,8.772
PHA - 19.11.2019 - 8x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,19/11/2019,L2,6.338
PHA - 19.11.2019 - 8x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,19/11/2019,L3,2.641
PHA - 19.11.2019 - 8x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,19/11/2019,L4,2.323
PHA - 19.11.2019 - 8x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,19/11/2019,L5,2.778
PHA - 19.11.2019 - 8x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,19/11/2019,L6,2.465
PHA - 19.11.2019 - 8x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,19/11/2019,L7,3.31
PHA - 19.11.2019 - 8x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,19/11/2019,L8,2.734
PHA - 19.11.2019 - 10x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L1,7.014
PHA - 19.11.2019 - 10x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L2,4.618
PHA - 19.11.2019 - 10x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L3,4.482
PHA - 19.11.2019 - 10x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L4,3.62
PHA - 19.11.2019 - 10x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L5,3.321
PHA - 19.11.2019 - 10x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L6,3.067
PHA - 19.11.2019 - 10x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L7,5.162
PHA - 19.11.2019 - 10x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L8,12.039
PHA - 19.11.2019 - 10x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L9,2.059
PHA - 19.11.2019 - 10x P. grandispinis,P. grandispinis,Port Hacking,19/11/2019,L10,2.956
PHA - 19.12.18 - 1x P. richardsoni ,P. richardsoni,Port Hacking,19/12/2018,L1,7.606
PHA - 19.12.18 - 3x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,19/12/2018,L1,7.732
PHA - 19.12.18 - 3x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,19/12/2018,L2,4.076
PHA - 19.12.18 - 3x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,19/12/2018,L3,2.697
PHA - 19.12.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,19/12/2018,L1,6.729
PHA - 19.12.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,19/12/2018,L2,2.044
PHA - 19.12.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,19/12/2018,L3,2.789
PHA - 19.12.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,19/12/2018,L4,3.071
PHA - 19.12.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,19/12/2018,L5,2.637
PHA - 19.12.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,19/12/2018,L6,2.431
PHA - 19.12.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,19/12/2018,L7,2.064
PHA - 19.12.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,19/12/2018,L8,2.041
PHA - 19.12.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,19/12/2018,L9,2.358
PHA - 22.1.2019 - 11-37 - 2x P. grandispinis,P. grandispinis,Port Hacking,22/01/2019,L1,2.659
PHA - 22.1.2019 - 11-37 - 2x P. grandispinis,P. grandispinis,Port Hacking,22/01/2019,L2,2.323
PHA - 23.01.18 - #1 Tow A - 1x P. richardsoni0001,P. richardsoni,Port Hacking,23/01/2018,L1,4.571
PHA - 23.01.18 - #1 Tow A - 2x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,23/01/2018,L1,2.625
PHA - 23.01.18 - #1 Tow A - 2x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,23/01/2018,L2,2.178
PHA - 23.01.18 - #1 Tow A - 13x P. grandispinis,P. grandispinis,Port Hacking,23/01/2018,L1,2.293
PHA - 23.01.18 - #1 Tow A - 13x P. grandispinis,P. grandispinis,Port Hacking,23/01/2018,L2,2.013
PHA - 23.01.18 - #1 Tow A - 13x P. grandispinis,P. grandispinis,Port Hacking,23/01/2018,L3,2.046
PHA - 23.01.18 - #1 Tow A - 13x P. grandispinis,P. grandispinis,Port Hacking,23/01/2018,L4,3.109
PHA - 23.01.18 - #1 Tow A - 13x P. grandispinis,P. grandispinis,Port Hacking,23/01/2018,L5,3.222
PHA - 23.01.18 - #1 Tow A - 13x P. grandispinis,P. grandispinis,Port Hacking,23/01/2018,L6,2.262
PHA - 23.01.18 - #1 Tow A - 13x P. grandispinis,P. grandispinis,Port Hacking,23/01/2018,L7,2.446
PHA - 23.01.18 - #1 Tow A - 13x P. grandispinis,P. grandispinis,Port Hacking,23/01/2018,L8,2.306
PHA - 23.01.18 - #1 Tow A - 13x P. grandispinis,P. grandispinis,Port Hacking,23/01/2018,L9,1.669
PHA - 23.01.18 - #1 Tow A - 13x P. grandispinis,P. grandispinis,Port Hacking,23/01/2018,L10,2.239
PHA - 23.01.18 - #1 Tow A - 13x P. grandispinis,P. grandispinis,Port Hacking,23/01/2018,L11,2.577
PHA - 23.01.18 - #1 Tow A - 13x P. grandispinis,P. grandispinis,Port Hacking,23/01/2018,L12,2.025
PHA - 23.01.18 - #1 Tow A - 13x P. grandispinis,P. grandispinis,Port Hacking,23/01/2018,L13,2.205
PHA - 23.3.17 - PH100 - 2x P. fuscus,P. fuscus,Port Hacking,23/03/2017,L1,5.055
PHA - 23.3.17 - PH100 - 2x P. fuscus,P. fuscus,Port Hacking,23/03/2017,L2,5.748
PHA - 23.3.17 - PH100 - 2x Ratabulus spp,Ratabulus spp.,Port Hacking,23/03/2017,L1,3.365
PHA - 23.3.17 - PH100 - 2x Ratabulus spp,Ratabulus spp.,Port Hacking,23/03/2017,L2,2.264
PHA - 23.3.17 - PH100 - 5x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,23/03/2017,L1,2.896
PHA - 23.3.17 - PH100 - 5x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,23/03/2017,L2,3.45
PHA - 23.3.17 - PH100 - 5x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,23/03/2017,L3,3.244
PHA - 23.3.17 - PH100 - 5x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,23/03/2017,L4,3.568
PHA - 23.3.17 - PH100 - 5x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,23/03/2017,L5,2.64
PHA - 23.3.17 - PH100 - 5x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L1,3.189
PHA - 23.3.17 - PH100 - 5x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L2,3.064
PHA - 23.3.17 - PH100 - 5x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L3,3.278
PHA - 23.3.17 - PH100 - 5x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L4,3.845
PHA - 23.3.17 - PH100 - 5x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L5,3.247
PHA - 23.3.17 - PH100 - 7x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,23/03/2017,L1,4.036
PHA - 23.3.17 - PH100 - 7x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,23/03/2017,L2,3.678
PHA - 23.3.17 - PH100 - 7x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,23/03/2017,L3,3.395
PHA - 23.3.17 - PH100 - 7x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,23/03/2017,L4,2.481
PHA - 23.3.17 - PH100 - 7x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,23/03/2017,L5,4.08
PHA - 23.3.17 - PH100 - 7x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,23/03/2017,L6,2.107
PHA - 23.3.17 - PH100 - 7x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,23/03/2017,L7,1.568
PHA - 23.3.17 - PH100 - 9x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L1,8.65
PHA - 23.3.17 - PH100 - 9x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L2,3.651
PHA - 23.3.17 - PH100 - 9x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L3,2.037
PHA - 23.3.17 - PH100 - 9x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L4,2.555
PHA - 23.3.17 - PH100 - 9x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L5,2.593
PHA - 23.3.17 - PH100 - 9x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L6,3.138
PHA - 23.3.17 - PH100 - 9x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L7,2.062
PHA - 23.3.17 - PH100 - 9x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L8,3.807
PHA - 23.3.17 - PH100 - 9x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L9,3.374
PHA - 23.3.17 - PH100 - 10x P. grandispinis 2,P. grandispinis,Port Hacking,23/03/2017,L1,2.321
PHA - 23.3.17 - PH100 - 10x P. grandispinis 2,P. grandispinis,Port Hacking,23/03/2017,L2,2.579
PHA - 23.3.17 - PH100 - 10x P. grandispinis 2,P. grandispinis,Port Hacking,23/03/2017,L3,3.448
PHA - 23.3.17 - PH100 - 10x P. grandispinis 2,P. grandispinis,Port Hacking,23/03/2017,L4,2.812
PHA - 23.3.17 - PH100 - 10x P. grandispinis 2,P. grandispinis,Port Hacking,23/03/2017,L5,3.075
PHA - 23.3.17 - PH100 - 10x P. grandispinis 2,P. grandispinis,Port Hacking,23/03/2017,L6,3.147
PHA - 23.3.17 - PH100 - 10x P. grandispinis 2,P. grandispinis,Port Hacking,23/03/2017,L7,3.601
PHA - 23.3.17 - PH100 - 10x P. grandispinis 2,P. grandispinis,Port Hacking,23/03/2017,L8,3.346
PHA - 23.3.17 - PH100 - 10x P. grandispinis 2,P. grandispinis,Port Hacking,23/03/2017,L9,2.687
PHA - 23.3.17 - PH100 - 10x P. grandispinis 2,P. grandispinis,Port Hacking,23/03/2017,L10,3.168
PHA - 23.3.17 - PH100 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,23/03/2017,L1,3.467
PHA - 23.3.17 - PH100 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,23/03/2017,L2,3.22
PHA - 23.3.17 - PH100 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,23/03/2017,L3,3.937
PHA - 23.3.17 - PH100 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,23/03/2017,L4,2.768
PHA - 23.3.17 - PH100 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,23/03/2017,L5,2.979
PHA - 23.3.17 - PH100 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,23/03/2017,L6,3.589
PHA - 23.3.17 - PH100 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,23/03/2017,L7,2.308
PHA - 23.3.17 - PH100 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,23/03/2017,L8,2.613
PHA - 23.3.17 - PH100 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,23/03/2017,L9,3.162
PHA - 23.3.17 - PH100 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,23/03/2017,L10,3.353
PHA - 23.3.17 - PH100 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,23/03/2017,L1,3.461
PHA - 23.3.17 - PH100 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,23/03/2017,L2,3.391
PHA - 23.3.17 - PH100 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,23/03/2017,L3,2.467
PHA - 23.3.17 - PH100 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,23/03/2017,L4,2.837
PHA - 23.3.17 - PH100 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,23/03/2017,L5,3.144
PHA - 23.3.17 - PH100 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,23/03/2017,L6,2.903
PHA - 23.3.17 - PH100 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,23/03/2017,L7,3.142
PHA - 23.3.17 - PH100 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,23/03/2017,L8,2.419
PHA - 23.3.17 - PH100 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,23/03/2017,L9,3.584
PHA - 23.3.17 - PH100 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,23/03/2017,L10,3.082
PHA - 23.3.17 - PH100 - 10x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L1,3.604
PHA - 23.3.17 - PH100 - 10x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L2,3.626
PHA - 23.3.17 - PH100 - 10x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L3,3.456
PHA - 23.3.17 - PH100 - 10x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L4,3.65
PHA - 23.3.17 - PH100 - 10x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L5,3.365
PHA - 23.3.17 - PH100 - 10x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L6,3.804
PHA - 23.3.17 - PH100 - 10x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L7,2.544
PHA - 23.3.17 - PH100 - 10x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L8,2.205
PHA - 23.3.17 - PH100 - 10x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L9,1.568
PHA - 23.3.17 - PH100 - 10x P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L10,2.862
PHA - 23.3.17 - PH100 - P. grandispinis,P. grandispinis,Port Hacking,23/03/2017,L1,1.875
NSI 60 m 23 6 2016 1 x Ratabulus spp,Ratabulus spp.,North Stradbroke,23/06/2016,L1,2.918
PHA - 23.5.2019 - 1x P. grandispinis,P. grandispinis,Port Hacking,23/05/2019,L1,4.219
PHA - 28.2.19 - 1x P. grandispinis,P. grandispinis,Port Hacking,28/02/2019,L1,6.455
PHA - 29.10.2019 - 1x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,29/10/2019,L1,2.062
PHA - 29.10.19 - 1x P. richardsoni ,P. richardsoni,Port Hacking,29/10/2019,L1,2.687
PHA - 29.10.19 - 3x P. grandispinis,P. grandispinis,Port Hacking,29/10/2019,L1,3.108
PHA - 29.10.19 - 3x P. grandispinis,P. grandispinis,Port Hacking,29/10/2019,L2,5.65
PHA - 29.10.19 - 3x P. grandispinis,P. grandispinis,Port Hacking,29/10/2019,L3,5.102
PHA - 29.10.19 - 11x P. grandispinis,P. grandispinis,Port Hacking,29/10/2019,L1,6.055
PHA - 29.10.19 - 11x P. grandispinis,P. grandispinis,Port Hacking,29/10/2019,L2,3.518
PHA - 29.10.19 - 11x P. grandispinis,P. grandispinis,Port Hacking,29/10/2019,L3,2.375
PHA - 29.10.19 - 11x P. grandispinis,P. grandispinis,Port Hacking,29/10/2019,L4,5.758
PHA - 29.10.19 - 11x P. grandispinis,P. grandispinis,Port Hacking,29/10/2019,L5,5.339
PHA - 29.10.19 - 11x P. grandispinis,P. grandispinis,Port Hacking,29/10/2019,L6,5.777
PHA - 29.10.19 - 11x P. grandispinis,P. grandispinis,Port Hacking,29/10/2019,L7,4.793
PHA - 29.10.19 - 11x P. grandispinis,P. grandispinis,Port Hacking,29/10/2019,L8,5.825
PHA - 29.10.19 - 11x P. grandispinis,P. grandispinis,Port Hacking,29/10/2019,L9,6.079
PHA - 29.10.19 - 11x P. grandispinis,P. grandispinis,Port Hacking,29/10/2019,L10,6.483
PHA - 29.10.19 - 11x P. grandispinis,P. grandispinis,Port Hacking,29/10/2019,L11,3.487
PHA - PH50m - #1 - 17.7.17 - 1x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,17/07/2017,L1,4.35
PHA - PH50m - #1 - 17.7.17 - 8x P. grandispinis,P. grandispinis,Port Hacking,17/07/2017,L1,3.421
PHA - PH50m - #1 - 17.7.17 - 8x P. grandispinis,P. grandispinis,Port Hacking,17/07/2017,L2,2.743
PHA - PH50m - #1 - 17.7.17 - 8x P. grandispinis,P. grandispinis,Port Hacking,17/07/2017,L3,3.42
PHA - PH50m - #1 - 17.7.17 - 8x P. grandispinis,P. grandispinis,Port Hacking,17/07/2017,L4,3.742
PHA - PH50m - #1 - 17.7.17 - 8x P. grandispinis,P. grandispinis,Port Hacking,17/07/2017,L5,3.199
PHA - PH50m - #1 - 17.7.17 - 8x P. grandispinis,P. grandispinis,Port Hacking,17/07/2017,L6,3.517
PHA - PH50m - #1 - 17.7.17 - 8x P. grandispinis,P. grandispinis,Port Hacking,17/07/2017,L7,4.082
PHA - PH50m - #1 - 17.7.17 - 8x P. grandispinis,P. grandispinis,Port Hacking,17/07/2017,L8,3.148
PHA #1 - 5.2.17 - 1x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,5/02/2017,L1,3.658
PHA #1 - 5.2.17 - 6x P. grandispinis,P. grandispinis,Port Hacking,5/02/2017,L1,3.141
PHA #1 - 5.2.17 - 6x P. grandispinis,P. grandispinis,Port Hacking,5/02/2017,L2,4.251
PHA #1 - 5.2.17 - 6x P. grandispinis,P. grandispinis,Port Hacking,5/02/2017,L3,5.28
PHA #1 - 5.2.17 - 6x P. grandispinis,P. grandispinis,Port Hacking,5/02/2017,L4,6.013
PHA #1 - 5.2.17 - 6x P. grandispinis,P. grandispinis,Port Hacking,5/02/2017,L5,5.659
PHA #1 - 5.2.17 - 6x P. grandispinis,P. grandispinis,Port Hacking,5/02/2017,L6,4.259
PHA #1 - 18.7.16 - 2x P. grandispinis,P. grandispinis,Port Hacking,18/07/2016,L1,3.378
PHA #1 - 18.7.16 - 2x P. grandispinis,P. grandispinis,Port Hacking,18/07/2016,L2,2.448
PHA #1 - 18.7.16 - 3x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,18/07/2016,L1,2.112
PHA #1 - 18.7.16 - 3x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,18/07/2016,L2,2.43
PHA #1 - 18.7.16 - 3x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,18/07/2016,L3,4.362
PHA #1 - 27.9.18 - 3x P. grandispinis,P. grandispinis,Port Hacking,27/09/2018,L1,6.403
PHA #1 - 27.9.18 - 3x P. grandispinis,P. grandispinis,Port Hacking,27/09/2018,L2,7.342
PHA #1 - 27.9.18 - 3x P. grandispinis,P. grandispinis,Port Hacking,27/09/2018,L3,9.063
PHA #1 - PH50 - 18.5.17 - 1x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,18/05/2017,L1,3.887
PHA #1 - PH50 - 18.5.17 - 1x Ratabulus spp,Ratabulus spp.,Port Hacking,18/05/2017,L1,3.068
PHA #1 - PH50 - 18.5.17 - 2x P. grandispinis,P. grandispinis,Port Hacking,18/05/2017,L1,6.585
PHA #1 - PH50 - 18.5.17 - 2x P. grandispinis,P. grandispinis,Port Hacking,18/05/2017,L2,5.712
PHA #2 - 28.8.2019 - 2x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,28/08/2019,L1,8.501
PHA #2 - 28.8.2019 - 2x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,28/08/2019,L2,5.546
PHA #2 - 28.8.2019 - 4x P. grandispinis,P. grandispinis,Port Hacking,28/08/2019,L1,5.02
PHA #2 - 28.8.2019 - 4x P. grandispinis,P. grandispinis,Port Hacking,28/08/2019,L2,6.549
PHA #2 - 28.8.2019 - 4x P. grandispinis,P. grandispinis,Port Hacking,28/08/2019,L3,7.79
PHA #2 - 28.8.2019 - 4x P. grandispinis,P. grandispinis,Port Hacking,28/08/2019,L4,7.076
PHa 27.6.18 - 3x P. richardsoni,P. richardsoni,Port Hacking,27/06/2018,L1,1.597
PHa 27.6.18 - 3x P. richardsoni,P. richardsoni,Port Hacking,27/06/2018,L2,2.042
PHa 27.6.18 - 3x P. richardsoni,P. richardsoni,Port Hacking,27/06/2018,L3,2.009
PHa 27.6.18 - 5x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,27/06/2018,L1,2.334
PHa 27.6.18 - 5x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,27/06/2018,L2,2.294
PHa 27.6.18 - 5x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,27/06/2018,L3,2.061
PHa 27.6.18 - 5x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,27/06/2018,L4,2.168
PHa 27.6.18 - 5x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,27/06/2018,L5,2.336
PHa 27.6.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,27/06/2018,L1,2.752
PHa 27.6.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,27/06/2018,L2,2.139
PHa 27.6.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,27/06/2018,L3,2.025
PHa 27.6.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,27/06/2018,L4,1.889
PHa 27.6.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,27/06/2018,L5,2.399
PHa 27.6.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,27/06/2018,L6,1.832
PHa 27.6.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,27/06/2018,L7,1.582
PHa 27.6.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,27/06/2018,L8,2.546
PHa 27.6.18 - 9x P. grandispinis,P. grandispinis,Port Hacking,27/06/2018,L9,2.035
PHA 50 #1 - 3.5.16 - 1x P. grandispinis,P. grandispinis,Port Hacking,3/05/2016,L1,4.279
PHA Tow 1 - 50A (B) - 2.2.16 - 1x P. caeruleopunctatus,P. caeruleopunctatus ,Port Hacking,2/02/2016,L1,3.216
PHA Tow 1 - 50A (B) - 2.2.16 - 5x P. grandispinis,P. grandispinis,Port Hacking,2/02/2016,L1,2.187
PHA Tow 1 - 50A (B) - 2.2.16 - 5x P. grandispinis,P. grandispinis,Port Hacking,2/02/2016,L2,2.864
PHA Tow 1 - 50A (B) - 2.2.16 - 5x P. grandispinis,P. grandispinis,Port Hacking,2/02/2016,L3,2.253
PHA Tow 1 - 50A (B) - 2.2.16 - 5x P. grandispinis,P. grandispinis,Port Hacking,2/02/2016,L4,2.148
PHA Tow 1 - 50A (B) - 2.2.16 - 5x P. grandispinis,P. grandispinis,Port Hacking,2/02/2016,L5,2.766
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,2/02/2016,L1,2.792
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,2/02/2016,L2,3.267
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,2/02/2016,L3,3.222
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,2/02/2016,L4,2.627
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,2/02/2016,L5,2.581
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,2/02/2016,L6,2.33
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,2/02/2016,L7,2.683
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,2/02/2016,L8,2.681
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,2/02/2016,L9,3.039
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 3,P. grandispinis,Port Hacking,2/02/2016,L10,3.239
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,2/02/2016,L1,2.76
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,2/02/2016,L2,2.431
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,2/02/2016,L3,2.372
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,2/02/2016,L4,3.354
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,2/02/2016,L5,2.371
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,2/02/2016,L6,2.368
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,2/02/2016,L7,2.037
PHA Tow 1 - 50A (B) - 2.2.16 - 10x P. grandispinis 4,P. grandispinis,Port Hacking,2/02/2016,L8,2.838
